Cost Center,مركز التكلفة,
Update Billed Amount in Sales Order,تحديث المبلغ المفوتر في أمر البيع,
Update Billed Amount in Delivery Note,تحديث المبلغ المفوتر في إذن التسليم,
Customer's Purchase Order,أمر شراء العميل,
Customer's Purchase Order Date,تاريخ أمر شراء العميل,
Contact Person,مسؤول التواصل,
Contact,جهة الاتصال,
Mobile No,رقم الجوال,
Contact Email,البريد الإلكتروني,
Territory,المنطقة,
Shipping Address Name,سجل عنوان الشحن,
Company Address Name,سجل عنوان الشركة,
Exchange Rate,سعر الصرف,
Price List Currency,عملة قائمة الأسعار,
Price List Exchange Rate,سعر صرف قائمة الأسعار,
Ignore Pricing Rule,تجاهل قواعد التسعير,
Source Warehouse,مخزن الصرف,
Target Warehouse,مخزن الاستلام,
Set Target Warehouse,تحديد مخزن الاستلام,
Set Source Warehouse,تحديد مخزن الصرف,
Update Stock,تحديث المخزون,
Scan Barcode,مسح الباركود,
Packed Items,أصناف الحزمة,
Total Billing Amount,إجمالي مبلغ الفوترة,
Total Quantity,إجمالي الكمية,
Total (Company Currency),الإجمالي (بعملة الشركة),
Net Total (Company Currency),صافي الإجمالي (بعملة الشركة),
Net Total,صافي الإجمالي,
Total Net Weight,إجمالي الوزن الصافي,
Sales Taxes and Charges Template,قالب ضرائب ورسوم البيع,
Sales Taxes and Charges,ضرائب ورسوم البيع,
Purchase Taxes and Charges Template,قالب ضرائب ورسوم الشراء,
Purchase Taxes and Charges,ضرائب ورسوم الشراء,
Taxes and Charges Calculation,احتساب الضرائب والرسوم,
Total Taxes and Charges,إجمالي الضرائب والرسوم,
Total Taxes and Charges (Company Currency),إجمالي الضرائب والرسوم (بعملة الشركة),
Shipping Rule,قاعدة الشحن,
Tax Category,الفئة الضريبية,
Apply Additional Discount On,تطبيق الخصم الإضافي على,
Additional Discount Amount,مبلغ الخصم الإضافي,
Additional Discount Percentage,نسبة الخصم الإضافي (%),
Additional Discount Amount (Company Currency),مبلغ الخصم الإضافي (بعملة الشركة),
Grand Total,الإجمالي النهائي,
Grand Total (Company Currency,الإجمالي النهائي (بعملة الشركة,
Grand Total (Company Currency),الإجمالي النهائي (بعملة الشركة),
Rounding Adjustment,تسوية التقريب,
Rounded Total,الإجمالي المقرَّب,
In Words,المبلغ كتابةً,
Total Advance,إجمالي الدفعات المقدمة,
Outstanding Amount,المبلغ المتبقي,
Allocate Advances Automatically (FIFO),تخصيص الدفعات المقدمة تلقائيًا (الأقدم أولًا),
Get Advances Received,جلب الدفعات المقدمة المستلمة,
Get Advances Paid,جلب الدفعات المقدمة المدفوعة,
Advances,الدفعات المقدمة,
Payment Terms Template,قالب شروط السداد,
Payment Schedule,جدول السداد,
Cash/Bank Account,حساب النقدية/البنك,
Sales Invoice Payment,سداد فاتورة المبيعات,
Paid Amount,المبلغ المسدد,
Paid Amount (Company Currency),المبلغ المسدد (بعملة الشركة),
Change Amount,مبلغ الباقي,
Base Change Amount (Company Currency),مبلغ الباقي (بعملة الشركة),
Account for Change Amount,حساب مبلغ الباقي,
Write Off Amount,مبلغ الإعدام,
Write Off Amount (Company Currency),مبلغ الإعدام (بعملة الشركة),
Write Off Outstanding Amount,إعدام المبلغ المتبقي,
Write Off Account,حساب الإعدام,
Write Off Cost Center,مركز تكلفة الإعدام,
Terms,الشروط والأحكام,
Terms and Conditions Details,تفاصيل الشروط والأحكام,
Letter Head,الترويسة,
Group same items,دمج الأصناف المتكررة,
Print Heading,عنوان الطباعة,
Inter Company Invoice Reference,مرجع الفاتورة بين الشركات,
Is Discounted,مخصومة,
Debit To,مدين على حساب,
Is Opening Entry,قيد افتتاحي,
Sales Partner,شريك البيع,
Commission Rate (%),نسبة العمولة (%),
Total Commission,إجمالي العمولة,
Sales Contributions and Incentives,مساهمات وحوافز البيع,
Auto Repeat,التكرار التلقائي,
Update Auto Repeat Reference,تحديث مرجع التكرار التلقائي,
Against Income Account,مقابل حساب الإيراد,
Is Internal Customer,عميل داخلي,
Company Tax ID,الرقم الضريبي للشركة,
Represents Company,يمثل شركة,
Disable Rounded Total,إيقاف الإجمالي المقرَّب,
Discount Account,حساب الخصم,
Total Billing Hours,إجمالي ساعات الفوترة,
Amount Eligible for Commission,المبلغ الخاضع للعمولة,
Is Cash or Non Trade Discount,خصم نقدي/غير تجاري,
Incoterm,شرط التسليم الدولي (Incoterm),
Named Place,المكان المحدد,
Only Include Allocated Payments,إدراج المدفوعات المخصصة فقط,
Use Company default Cost Center for Round off,استخدام مركز تكلفة الشركة الافتراضي للتقريب,
Don't Create Loyalty Points,بدون نقاط ولاء,
Coupon Code,كود الخصم,
Update Outstanding for Self,تحديث المتبقي على نفس الفاتورة,
Medium,الوسيلة,
Content,المحتوى,
Campaign,الحملة,
Company Contact Person,مسؤول التواصل بالشركة,
Is created using POS,أنشئت من نقطة البيع,
POS Closing Entry,قيد إقفال نقطة البيع,
Last Scanned Warehouse,آخر مخزن ممسوح,
Item Wise Tax Details,تفاصيل الضريبة لكل صنف,
Consider for Tax Withholding,يخضع للاستقطاع الضريبي,
Tax Withholding Group,مجموعة الاستقطاع الضريبي,
Tax Withholding Entries,قيود الاستقطاع الضريبي,
Ignore Tax Withholding Threshold,تجاهل حد الاستقطاع الضريبي,
Edit Tax Withholding Entries,تعديل قيود الاستقطاع الضريبي,
Title,العنوان,
Barcode,الباركود,
Description,الوصف,
Quantity,الكمية,
Stock UOM,وحدة المخزون,
UOM Conversion Factor,معامل تحويل الوحدة,
Qty as per Stock UOM,الكمية بوحدة المخزون,
Price List Rate,سعر قائمة الأسعار,
Price List Rate (Company Currency),سعر القائمة (بعملة الشركة),
Margin Rate or Amount,نسبة أو مبلغ الهامش,
Rate With Margin,السعر بالهامش,
Rate With Margin (Company Currency),السعر بالهامش (بعملة الشركة),
Discount (%) on Price List Rate with Margin,خصم (%) على سعر القائمة بالهامش,
Discount Amount,مبلغ الخصم,
Rate,سعر الوحدة,
Amount,المبلغ,
Rate (Company Currency),سعر الوحدة (بعملة الشركة),
Is Free Item,صنف مجاني,
Net Rate,صافي سعر الوحدة,
Net Amount,صافي المبلغ,
Net Rate (Company Currency),صافي سعر الوحدة (بعملة الشركة),
Net Amount (Company Currency),صافي المبلغ (بعملة الشركة),
Delivered By Supplier,يُسلَّم من المورد مباشرة,
Income Account,حساب الإيراد,
Expense Account,حساب المصروف,
Item Tax Template,قالب ضريبة الصنف,
Deferred Revenue Account,حساب الإيراد المؤجل,
Enable Deferred Revenue,تفعيل الإيراد المؤجل,
Service Stop Date,تاريخ إيقاف الخدمة,
Weight Per Unit,الوزن للوحدة,
Total Weight,الوزن الإجمالي,
Weight UOM,وحدة الوزن,
Batch No,رقم التشغيلة,
Allow Zero Valuation Rate,السماح بتكلفة صفرية,
Serial No,الرقم التسلسلي,
Available Batch Qty at Warehouse,كمية التشغيلة المتاحة بالمخزن,
Qty (Warehouse),الكمية بالمخزن,
Delivered Qty,الكمية المسلَّمة,
Asset,الأصل,
Page Break,فاصل صفحة,
Finance Book,الدفتر المالي,
Sales Invoice Item,بند فاتورة المبيعات,
Draft,مسودة,
Submitted,معتمدة,
Cancelled,ملغاة,
Paid,مسددة,
Unpaid,غير مسددة,
Overdue,متأخرة,
Partly Paid,مسددة جزئيًا,
Return,مرتجع,
Donation,تبرع,
Donations,التبرعات,
Donor,المتبرع,
Donors,المتبرعون,
Donor Type,نوع المتبرع,
Donor Name,اسم المتبرع,
Payment ID,مرجع عملية الدفع,
Mode of Payment,طريقة الدفع,
Grant Application,طلب منحة,
Grant,منحة,
Member,العضو,
Members,الأعضاء,
Membership,العضوية,
Membership Type,نوع العضوية,
Membership Expiry Date,تاريخ انتهاء العضوية,
Volunteer,متطوع,
Volunteers,المتطوعون,
Volunteer Type,نوع المتطوع,
Volunteer Skill,مهارة المتطوع,
Chapter,الفرع,
Chapter Member,عضو الفرع,
Non Profit,العمل الخيري,
Non Profit Settings,إعدادات العمل الخيري,
Create Payment Entry,إنشاء سند قبض,
Razorpay Details,تفاصيل بوابة الدفع,
Total,الإجمالي,
%  Delivered,٪ المسلَّم,
% Amount Billed,٪ المبلغ المفوتر,
% Installed,٪ المركَّب,
% Picked,٪ المجهَّز,
Account Manager,مسؤول الحساب,
Account Paid From,الحساب المدفوع منه,
Account Paid To,الحساب المدفوع إليه,
Account Currency (From),عملة الحساب (من),
Account Currency (To),عملة الحساب (إلى),
Accounting Details,تفاصيل محاسبية,
Accounting Entries,القيود المحاسبية,
Advance Paid,الدفعة المقدمة المسددة,
Advance Paid (Company Currency),الدفعة المقدمة المسددة (عملة الشركة),
Advance Taxes and Charges,ضرائب ورسوم الدفعات المقدمة,
Advance Voucher No,رقم سند الدفعة المقدمة,
Advance Voucher Type,نوع سند الدفعة المقدمة,
Against Blanket Order,مقابل اتفاقية إطارية,
Alias,اسم مختصر,
Allow purchase invoice creation without purchase order,السماح بإنشاء فاتورة شراء بدون أمر شراء,
Allow purchase invoice creation without purchase receipt,السماح بإنشاء فاتورة شراء بدون إيصال استلام,
Allow sales invoice creation without delivery note,السماح بإنشاء فاتورة بيع بدون إشعار تسليم,
Allow sales invoice creation without sales order,السماح بإنشاء فاتورة بيع بدون أمر بيع,
Allowed to transact with,مسموح بالتعامل مع,
Available Batch Qty at From Warehouse,كمية الدفعة المتاحة في مستودع الصرف,
Available Qty at Target Warehouse,الكمية المتاحة في المستودع المستهدف,
Bank Account No,رقم الحساب المصرفي,
Billed Amount,المبلغ المفوتر,
Billed Amt,المبلغ المفوتر,
"Billed, Received & Returned",المفوتر والمستلم والمرتجع,
Billing Address,عنوان الفوترة,
Billing Address Name,اسم عنوان الفوترة,
Billing Currency,عملة الفوترة,
Blanket Order,اتفاقية إطارية,
Blanket Order Rate,سعر الاتفاقية الإطارية,
Block Supplier,حظر المورد,
Book Advance Payments in Separate Party Account,تسجيل الدفعات المقدمة في حساب طرف منفصل,
Cheque/Reference Date,تاريخ الشيك/المرجع,
Cheque/Reference No,رقم الشيك/المرجع,
Clearance Date,تاريخ المقاصة,
Contact Mobile No,جوال جهة الاتصال,
Credit & Overdue Limits,حدود الائتمان والتأخير,
Credit in Company Currency,الدائن بعملة الشركة,
Custom Remark,ملاحظة مخصصة,
Customer POS ID,معرف العميل في نقطة البيع,
Customer's Purchase Order No,رقم أمر شراء العميل,
Debit in Company Currency,المدين بعملة الشركة,
Delivery Note Item,صنف إشعار التسليم,
Difference (Dr - Cr),الفرق (مدين - دائن),
Difference Amount (Company Currency),مبلغ الفرق (عملة الشركة),
Drop Ship,الشحن المباشر,
Due Date,تاريخ الاستحقاق,
Entry Type,نوع القيد,
Exchange Gain/Loss,أرباح/خسائر فروق العملة,
Finished Good,المنتج التام,
Finished Good Qty,كمية المنتج التام,
For All Stock Asset Accounts,لكل حسابات أصول المخزون,
Get Balance,جلب الرصيد,
Get Outstanding Invoices,جلب الفواتير المستحقة,
Get Outstanding Orders,جلب الأوامر المستحقة,
Grant Commission,منح عمولة,
In Words (Company Currency),المبلغ كتابةً (عملة الشركة),
Include Exploded Items,تضمين المكونات التفصيلية,
Incoming Rate,تكلفة الوارد,
Installed Qty,الكمية المركَّبة,
Inter Company Journal Entry Reference,مرجع قيد اليومية بين الشركات,
Inter Company Order Reference,مرجع الطلب بين الشركات,
Inter Company Reference,مرجع بين الشركات,
Internal Customer Accounting,محاسبة العميل الداخلي,
Internal Supplier Details,بيانات المورد الداخلي,
Is Advance,دفعة مقدمة؟,
Is Fixed Asset,أصل ثابت؟,
Is Subcontracted,متعاقد عليه من الباطن,
Issue Credit Note,إصدار إشعار دائن,
Lead,عميل محتمل,
Lost Reasons,أسباب الخسارة,
Make Difference Entry,إنشاء قيد الفرق,
Market Segment,قطاع السوق,
Ordered Qty,الكمية المطلوبة,
Outstanding,المستحق,
Party Bank Account,الحساب المصرفي للطرف,
Pay To / Recd From,مدفوع إلى / مستلم من,
Payment References,مراجع الدفع,
Payment Request,طلب دفع,
Payment Term,شرط السداد,
Payment Term Outstanding,المستحق من شرط السداد,
Per-Company Accounts,حسابات لكل شركة,
Picked Qty (in Stock UOM),الكمية المجهزة (بوحدة قياس المخزون),
Primary Address Preview,معاينة العنوان الرئيسي,
Prospect,عميل مرتقب,
Qty in Stock UOM,الكمية بوحدة قياس المخزون,
Quantity and Rate,الكمية والسعر,
Quotation To,عرض السعر إلى,
Rate of Stock UOM,سعر وحدة قياس المخزون,
Received Amount,المبلغ المستلم,
Received Amount (Company Currency),المبلغ المستلم (عملة الشركة),
Received Qty,الكمية المستلمة,
Reference Date,تاريخ المرجع,
Reference Name,اسم المرجع,
Reference Number,رقم المرجع,
Rejected Warehouse,مستودع المرفوض,
Release Date,تاريخ رفع الحظر,
Remark,ملاحظة,
Requested Qty,الكمية المطلوبة,
Required By,مطلوب بحلول,
Reserve Stock,حجز المخزون,
Return Against Delivery Note,مرتجع مقابل إشعار تسليم,
Return Against Purchase Receipt,مرتجع مقابل إيصال استلام,
Returned Qty,الكمية المرتجعة,
Rounded Total (Company Currency),الإجمالي المقرَّب (عملة الشركة),
Rounding Adjustment (Company Currency),تسوية التقريب (عملة الشركة),
Set From Warehouse,تحديد مستودع الصرف,
Skip Delivery Note,تخطي إشعار التسليم,
Stock Asset Account,حساب أصول المخزون,
Supplier Delivery Note,إشعار تسليم المورد,
Supplier Type,نوع المورد,
Supplier Warehouse,مستودع المورد,
Tax Breakup,تفصيل الضريبة,
Tax Identification,البيانات الضريبية,
Tax Withholding,الضريبة المقتطعة,
Tax Withholding Category,فئة الاقتطاع الضريبي,
Time,الوقت,
Total Credit,إجمالي الدائن,
Total Debit,إجمالي المدين,
Totals (Company Currency),المجاميع (عملة الشركة),
Transaction ID,معرف المعاملة,
Transport Receipt No,رقم إيصال النقل,
Transporter Info,بيانات الناقل,
Transporter Name,اسم الناقل,
UTM Analytics,تحليلات UTM,
Unallocated Amount,المبلغ غير المخصص,
Vehicle Number,رقم المركبة,
Warehouse and Reference,المستودع والمرجع,
Work Order Qty,كمية أمر العمل,
Write Off,شطب,
Write Off Based On,الشطب بناءً على,
Write Off Difference Amount,شطب مبلغ الفرق,
Writeoff,شطب,
Address and Contact,العنوان وجهة الاتصال,
Address and Contacts,العناوين وجهات الاتصال,
Reconcile Effect On,تأثير التسوية على,
